DATE	DEATHS	VAR	NET
17 Apr 20	5	NA	0
16 Apr 20	5	NA	0
15 Apr 20	5	NA	0
14 Apr 20	5	NA	0
13 Apr 20	5	NA	0
12 Apr 20	5	NA	0
11 Apr 20	5	NA	0
10 Apr 20	5	NA	0
09 Apr 20	5	NA	0
08 Apr 20	5	NA	0
07 Apr 20	5	NA	0
06 Apr 20	5	NA	0
05 Apr 20	5	NA	1
04 Apr 20	4	NA	0
03 Apr 20	4	NA	0
02 Apr 20	4	NA	1
01 Apr 20	3	NA	0
31 Mar 20	3	NA	0
30 Mar 20	3	NA	0
29 Mar 20	3	NA	1
28 Mar 20	2	NA	0
27 Mar 20	2	NA	0
26 Mar 20	2	NA	0
25 Mar 20	2	NA	1
24 Mar 20	1	NA	0
23 Mar 20	1	NA	0
22 Mar 20	1	NA	0
21 Mar 20	1	NA	0
20 Mar 20	1	NA	0
19 Mar 20	1	NA	0
18 Mar 20	1	NA	0
17 Mar 20	1	NA	0
16 Mar 20	1	NA	0
15 Mar 20	1	NA	0
14 Mar 20	1	NA	0
13 Mar 20	1	NA	1
12 Mar 20	0	NA	0
11 Mar 20	0	NA	0
10 Mar 20	0	NA	0
09 Mar 20	0	NA	0
08 Mar 20	0	NA	0
07 Mar 20	0	NA	0
06 Mar 20	0	NA	0
05 Mar 20	0	NA	0
04 Mar 20	0	NA	0
03 Mar 20	0	NA	0
02 Mar 20	0	NA	0
01 Mar 20	0	NA	0
29 Feb 20	0	NA	0
28 Feb 20	0	NA	0
27 Feb 20	0	NA	0
26 Feb 20	0	NA	0
25 Feb 20	0	NA	0
24 Feb 20	0	NA	0
23 Feb 20	0	NA	0
22 Feb 20	0	NA	0
21 Feb 20	0	NA	0
20 Feb 20	0	NA	0
19 Feb 20	0	NA	0
18 Feb 20	0	NA	0
17 Feb 20	0	NA	0
16 Feb 20	0	NA	0
15 Feb 20	0	NA	0
14 Feb 20	0	NA	0
13 Feb 20	0	NA	0
12 Feb 20	0	NA	0
11 Feb 20	0	NA	0
10 Feb 20	0	NA	0
09 Feb 20	0	NA	0
08 Feb 20	0	NA	0
07 Feb 20	0	NA	0
06 Feb 20	0	NA	0
05 Feb 20	0	NA	0
04 Feb 20	0	NA	0
03 Feb 20	0	NA	0
02 Feb 20	0	NA	0
01 Feb 20	0	NA	0
31 Jan 20	0	NA	0
30 Jan 20	0	NA	0
29 Jan 20	0	NA	0
28 Jan 20	0	NA	0
27 Jan 20	0	NA	0
26 Jan 20	0	NA	0
25 Jan 20	0	NA	-
