DATE	NEW	CASES	VAR	NET
17 Oct 20	1	20,317	NA	0
16 Oct 20	2	20,317	NA	2
15 Oct 20	6	20,315	NA	4
14 Oct 20	7	20,311	NA	6
13 Oct 20	12	20,305	NA	10
12 Oct 20	15	20,295	NA	14
11 Oct 20	12	20,281	NA	12
10 Oct 20	14	20,269	NA	12
09 Oct 20	11	20,257	NA	10
08 Oct 20	11	20,247	NA	10
07 Oct 20	6	20,237	NA	4
06 Oct 20	15	20,233	NA	13
05 Oct 20	9	20,220	NA	11
04 Oct 20	12	20,209	NA	12
03 Oct 20	8	20,197	NA	6
02 Oct 20	7	20,191	NA	8
01 Oct 20	15	20,183	NA	14
30 Sep 20	13	20,169	NA	11
29 Sep 20	10	20,158	NA	9
28 Sep 20	5	20,149	NA	4
27 Sep 20	16	20,145	NA	16
26 Sep 20	12	20,129	NA	11
25 Sep 20	14	20,118	NA	13
24 Sep 20	12	20,105	NA	5
23 Sep 20	15	20,100	NA	24
22 Sep 20	28	20,076	NA	25
21 Sep 20	11	20,051	NA	9
20 Sep 20	14	20,042	NA	8
19 Sep 20	21	20,034	NA	22
18 Sep 20	45	20,012	NA	42
17 Sep 20	28	19,970	NA	27
16 Sep 20	42	19,943	NA	32
15 Sep 20	42	19,911	NA	39
14 Sep 20	35	19,872	NA	37
13 Sep 20	41	19,835	NA	35
12 Sep 20	37	19,800	NA	33
11 Sep 20	43	19,767	NA	39
10 Sep 20	51	19,728	NA	40
09 Sep 20	76	19,688	NA	73
08 Sep 20	55	19,615	NA	41
07 Sep 20	41	19,574	NA	36
06 Sep 20	63	19,538	NA	59
05 Sep 20	76	19,479	NA	64
04 Sep 20	81	19,415	NA	79
03 Sep 20	113	19,336	NA	112
02 Sep 20	90	19,224	NA	86
01 Sep 20	70	19,138	NA	58
31 Aug 20	73	19,080	NA	65
30 Aug 20	114	19,015	NA	112
29 Aug 20	94	18,903	NA	81
28 Aug 20	113	18,822	NA	108
27 Aug 20	113	18,714	NA	106
26 Aug 20	149	18,608	NA	144
25 Aug 20	148	18,464	NA	134
24 Aug 20	116	18,330	NA	99
23 Aug 20	208	18,231	NA	202
22 Aug 20	182	18,029	NA	177
21 Aug 20	179	17,852	NA	169
20 Aug 20	240	17,683	NA	237
19 Aug 20	216	17,446	NA	208
18 Aug 20	222	17,238	NA	211
17 Aug 20	282	17,027	NA	263
16 Aug 20	279	16,764	NA	247
15 Aug 20	303	16,517	NA	283
14 Aug 20	372	16,234	NA	371
13 Aug 20	278	15,863	NA	217
12 Aug 20	410	15,646	NA	395
11 Aug 20	331	15,251	NA	294
10 Aug 20	322	14,957	NA	298
09 Aug 20	394	14,659	NA	376
08 Aug 20	466	14,283	NA	416
07 Aug 20	450	13,867	NA	398
06 Aug 20	471	13,469	NA	434
05 Aug 20	725	13,035	NA	700
04 Aug 20	439	12,335	NA	398
03 Aug 20	429	11,937	NA	380
02 Aug 20	671	11,557	NA	626
01 Aug 20	397	10,931	NA	354
31 Jul 20	627	10,577	NA	579
30 Jul 20	723	9,998	NA	694
29 Jul 20	295	9,304	NA	255
28 Jul 20	384	9,049	NA	353
27 Jul 20	532	8,696	NA	515
26 Jul 20	459	8,181	NA	437
25 Jul 20	357	7,744	NA	339
24 Jul 20	300	7,405	NA	280
23 Jul 20	403	7,125	NA	386
22 Jul 20	484	6,739	NA	450
21 Jul 20	374	6,289	NA	347
20 Jul 20	275	5,942	NA	246
19 Jul 20	363	5,696	NA	343
18 Jul 20	217	5,353	NA	188
17 Jul 20	428	5,165	NA	415
16 Jul 20	317	4,750	NA	302
15 Jul 20	238	4,448	NA	224
14 Jul 20	270	4,224	NA	257
13 Jul 20	177	3,967	NA	168
12 Jul 20	273	3,799	NA	239
11 Jul 20	216	3,560	NA	181
10 Jul 20	288	3,379	NA	281
09 Jul 20	165	3,098	NA	156
08 Jul 20	134	2,942	NA	118
07 Jul 20	191	2,824	NA	164
06 Jul 20	127	2,660	NA	124
05 Jul 20	74	2,536	NA	67
04 Jul 20	108	2,469	NA	101
03 Jul 20	66	2,368	NA	65
02 Jul 20	77	2,303	NA	72
01 Jul 20	73	2,231	NA	72
30 Jun 20	64	2,159	NA	60
29 Jun 20	75	2,099	NA	71
28 Jun 20	49	2,028	NA	41
27 Jun 20	41	1,987	NA	40
26 Jun 20	30	1,947	NA	30
25 Jun 20	33	1,917	NA	33
24 Jun 20	20	1,884	NA	20
23 Jun 20	17	1,864	NA	17
22 Jun 20	16	1,847	NA	11
21 Jun 20	19	1,836	NA	19
20 Jun 20	25	1,817	NA	25
19 Jun 20	13	1,792	NA	12
18 Jun 20	18	1,780	NA	18
17 Jun 20	21	1,762	NA	21
16 Jun 20	9	1,741	NA	9
15 Jun 20	12	1,732	NA	12
14 Jun 20	9	1,720	NA	9
13 Jun 20	8	1,711	NA	8
12 Jun 20	4	1,703	NA	4
11 Jun 20	8	1,699	NA	8
10 Jun 20	4	1,691	NA	4
09 Jun 20	0	1,687	NA	0
08 Jun 20	2	1,687	NA	2
07 Jun 20	4	1,685	NA	4
06 Jun 20	0	1,681	NA	0
05 Jun 20	3	1,681	NA	3
04 Jun 20	8	1,678	NA	8
03 Jun 20	7	1,670	NA	7
02 Jun 20	10	1,663	NA	10
01 Jun 20	4	1,653	NA	4
31 May 20	6	1,649	NA	4
30 May 20	11	1,645	NA	11
29 May 20	7	1,634	NA	6
28 May 20	10	1,628	NA	10
27 May 20	8	1,618	NA	8
26 May 20	5	1,610	NA	5
25 May 20	2	1,605	NA	2
24 May 20	2	1,603	NA	1
23 May 20	10	1,602	NA	9
22 May 20	12	1,593	NA	12
21 May 20	4	1,581	NA	1
20 May 20	8	1,580	NA	7
19 May 20	6	1,573	NA	6
18 May 20	6	1,567	NA	6
17 May 20	7	1,561	NA	7
16 May 20	11	1,554	NA	11
15 May 20	21	1,543	NA	20
14 May 20	9	1,523	NA	9
13 May 20	7	1,514	NA	5
12 May 20	17	1,509	NA	15
11 May 20	7	1,494	NA	7
10 May 20	10	1,487	NA	10
09 May 20	11	1,477	NA	10
08 May 20	13	1,467	NA	13
07 May 20	14	1,454	NA	14
06 May 20	17	1,440	NA	17
05 May 20	17	1,423	NA	17
04 May 20	22	1,406	NA	22
03 May 20	13	1,384	NA	13
02 May 20	7	1,371	NA	7
01 May 20	3	1,364	NA	3
30 Apr 20	7	1,361	NA	7
29 Apr 20	3	1,354	NA	3
28 Apr 20	2	1,351	NA	2
27 Apr 20	1	1,349	NA	0
26 Apr 20	3	1,349	NA	3
25 Apr 20	3	1,346	NA	3
24 Apr 20	6	1,343	NA	6
23 Apr 20	1	1,337	NA	1
22 Apr 20	2	1,336	NA	0
21 Apr 20	7	1,336	NA	7
20 Apr 20	1	1,329	NA	1
19 Apr 20	9	1,328	NA	9
18 Apr 20	17	1,319	NA	17
17 Apr 20	1	1,302	NA	1
16 Apr 20	2	1,301	NA	2
15 Apr 20	8	1,299	NA	8
14 Apr 20	10	1,291	NA	10
13 Apr 20	13	1,281	NA	13
12 Apr 20	3	1,268	NA	3
11 Apr 20	24	1,265	NA	24
10 Apr 20	13	1,241	NA	13
09 Apr 20	16	1,228	NA	16
08 Apr 20	21	1,212	NA	21
07 Apr 20	33	1,191	NA	33
06 Apr 20	23	1,158	NA	23
05 Apr 20	20	1,135	NA	20
04 Apr 20	30	1,115	NA	30
03 Apr 20	49	1,085	NA	49
02 Apr 20	68	1,036	NA	68
01 Apr 20	51	968	NA	51
31 Mar 20	96	917	NA	96
30 Mar 20	56	821	NA	52
29 Mar 20	84	769	NA	84
28 Mar 20	111	685	NA	111
27 Mar 20	54	574	NA	54
26 Mar 20	54	520	NA	54
25 Mar 20	55	466	NA	55
24 Mar 20	56	411	NA	56
23 Mar 20	59	355	NA	59
22 Mar 20	67	296	NA	67
21 Mar 20	51	229	NA	51
20 Mar 20	28	178	NA	28
19 Mar 20	29	150	NA	29
18 Mar 20	27	121	NA	27
17 Mar 20	23	94	NA	23
16 Mar 20	14	71	NA	14
15 Mar 20	8	57	NA	8
14 Mar 20	13	49	NA	13
13 Mar 20	9	36	NA	9
12 Mar 20	6	27	NA	6
11 Mar 20	3	21	NA	3
10 Mar 20	3	18	NA	3
09 Mar 20	3	15	NA	3
08 Mar 20	1	12	NA	1
07 Mar 20	1	11	NA	1
06 Mar 20	0	10	NA	0
05 Mar 20	0	10	NA	0
04 Mar 20	1	10	NA	1
03 Mar 20	0	9	NA	0
02 Mar 20	0	9	NA	0
01 Mar 20	2	9	NA	2
29 Feb 20	0	7	NA	0
28 Feb 20	0	7	NA	0
27 Feb 20	3	7	NA	3
26 Feb 20	0	4	NA	0
25 Feb 20	0	4	NA	0
24 Feb 20	0	4	NA	0
23 Feb 20	0	4	NA	0
22 Feb 20	0	4	NA	0
21 Feb 20	0	4	NA	0
20 Feb 20	0	4	NA	0
19 Feb 20	0	4	NA	0
18 Feb 20	0	4	NA	0
17 Feb 20	0	4	NA	0
16 Feb 20	0	4	NA	0
15 Feb 20	0	4	NA	0
14 Feb 20	0	4	NA	0
13 Feb 20	0	4	NA	0
12 Feb 20	0	4	NA	0
11 Feb 20	0	4	NA	0
10 Feb 20	0	4	NA	0
09 Feb 20	0	4	NA	0
08 Feb 20	0	4	NA	0
07 Feb 20	0	4	NA	0
06 Feb 20	0	4	NA	0
05 Feb 20	0	4	NA	0
04 Feb 20	0	4	NA	0
03 Feb 20	0	4	NA	0
02 Feb 20	0	4	NA	0
01 Feb 20	1	4	NA	1
31 Jan 20	0	3	NA	0
30 Jan 20	0	3	NA	0
29 Jan 20	2	3	NA	2
28 Jan 20	0	1	NA	0
27 Jan 20	0	1	NA	0
26 Jan 20	0	1	NA	0
25 Jan 20		1	NA	-
