DATE	NEW	CASES	VAR	NET
15 Aug 20	1	646	NA	1
14 Aug 20	1	645	NA	1
13 Aug 20	2	644	NA	2
12 Aug 20	0	642	NA	0
11 Aug 20	0	642	NA	0
10 Aug 20	0	642	NA	0
09 Aug 20	0	642	NA	0
08 Aug 20	0	642	NA	0
07 Aug 20	0	642	NA	0
06 Aug 20	0	642	NA	-28
05 Aug 20	1	670	NA	1
04 Aug 20	0	669	NA	0
03 Aug 20	0	669	NA	0
02 Aug 20	1	669	NA	1
01 Aug 20	2	668	NA	2
31 Jul 20	1	666	NA	1
30 Jul 20	1	665	NA	4
29 Jul 20	2	661	NA	2
28 Jul 20	1	659	NA	1
27 Jul 20	0	658	NA	0
26 Jul 20	2	658	NA	2
25 Jul 20	0	656	NA	2
24 Jul 20	0	654	NA	0
23 Jul 20	3	654	NA	3
22 Jul 20	0	651	NA	0
21 Jul 20	0	651	NA	0
20 Jul 20	0	651	NA	0
19 Jul 20	0	651	NA	0
18 Jul 20	1	651	NA	3
17 Jul 20	2	648	NA	2
16 Jul 20	2	646	NA	2
15 Jul 20	8	644	NA	8
14 Jul 20	1	636	NA	1
13 Jul 20	0	635	NA	0
12 Jul 20	1	635	NA	1
11 Jul 20	2	634	NA	4
10 Jul 20	3	630	NA	3
09 Jul 20	3	627	NA	3
08 Jul 20	2	624	NA	3
07 Jul 20	0	621	NA	0
06 Jul 20	3	621	NA	3
05 Jul 20	6	618	NA	6
04 Jul 20	1	612	NA	1
03 Jul 20	0	611	NA	0
02 Jul 20	0	611	NA	0
01 Jul 20	0	611	NA	0
30 Jun 20	2	611	NA	2
29 Jun 20	0	609	NA	0
28 Jun 20	1	609	NA	1
27 Jun 20	0	608	NA	0
26 Jun 20	0	608	NA	0
25 Jun 20	0	608	NA	1
24 Jun 20	0	607	NA	0
23 Jun 20	2	607	NA	2
22 Jun 20	0	605	NA	0
21 Jun 20	1	605	NA	1
20 Jun 20	0	604	NA	1
19 Jun 20	0	603	NA	0
18 Jun 20	1	603	NA	1
17 Jun 20	0	602	NA	0
16 Jun 20	0	602	NA	0
15 Jun 20	0	602	NA	0
14 Jun 20	0	602	NA	0
13 Jun 20	0	602	NA	0
12 Jun 20	1	602	NA	1
11 Jun 20	0	601	NA	0
10 Jun 20	0	601	NA	2
09 Jun 20	0	599	NA	0
08 Jun 20	0	599	NA	0
07 Jun 20	0	599	NA	0
06 Jun 20	1	599	NA	3
05 Jun 20	4	596	NA	4
04 Jun 20	0	592	NA	0
03 Jun 20	1	592	NA	1
02 Jun 20	0	591	NA	0
01 Jun 20	1	591	NA	2
31 May 20	3	589	NA	3
30 May 20	0	586	NA	1
29 May 20	8	585	NA	8
28 May 20	7	577	NA	7
27 May 20	0	570	NA	0
26 May 20	6	570	NA	6
25 May 20	4	564	NA	4
24 May 20	0	560	NA	0
23 May 20	0	560	NA	3
22 May 20	0	557	NA	0
21 May 20	0	557	NA	0
20 May 20	0	557	NA	0
19 May 20	0	557	NA	0
18 May 20	0	557	NA	1
17 May 20	0	556	NA	1
16 May 20	2	555	NA	1
15 May 20	0	554	NA	0
14 May 20	1	554	NA	1
13 May 20	0	553	NA	0
12 May 20	1	553	NA	1
11 May 20	0	552	NA	0
10 May 20	0	552	NA	0
09 May 20	0	552	NA	0
08 May 20	1	552	NA	1
07 May 20	0	551	NA	0
06 May 20	0	551	NA	0
05 May 20	0	551	NA	0
04 May 20	0	551	NA	0
03 May 20	0	551	NA	0
02 May 20	0	551	NA	0
01 May 20	0	551	NA	0
30 Apr 20	0	551	NA	0
29 Apr 20	1	551	NA	1
28 Apr 20	1	550	NA	1
27 Apr 20	0	549	NA	0
26 Apr 20	0	549	NA	0
25 Apr 20	1	549	NA	1
24 Apr 20	2	548	NA	2
23 Apr 20	0	546	NA	0
22 Apr 20	0	546	NA	0
21 Apr 20	1	546	NA	1
20 Apr 20	0	545	NA	0
19 Apr 20	1	545	NA	1
18 Apr 20	3	544	NA	3
17 Apr 20	6	541	NA	6
16 Apr 20	3	535	NA	3
15 Apr 20	5	532	NA	5
14 Apr 20	4	527	NA	4
13 Apr 20	6	523	NA	6
12 Apr 20	3	517	NA	3
11 Apr 20	8	514	NA	8
10 Apr 20	11	506	NA	11
09 Apr 20	14	495	NA	14
08 Apr 20	11	481	NA	11
07 Apr 20	10	470	NA	10
06 Apr 20	7	460	NA	7
05 Apr 20	17	453	NA	17
04 Apr 20	14	436	NA	14
03 Apr 20	22	422	NA	22
02 Apr 20	8	400	NA	8
01 Apr 20	28	392	NA	28
31 Mar 20	9	364	NA	9
30 Mar 20	44	355	NA	44
29 Mar 20	33	311	NA	33
28 Mar 20	23	278	NA	23
27 Mar 20	24	255	NA	24
26 Mar 20	26	231	NA	26
25 Mar 20	30	205	NA	30
24 Mar 20	35	175	NA	35
23 Mar 20	20	140	NA	20
22 Mar 20	30	120	NA	30
21 Mar 20	26	90	NA	26
20 Mar 20	12	64	NA	12
19 Mar 20	17	52	NA	17
18 Mar 20	4	35	NA	4
17 Mar 20	3	31	NA	3
16 Mar 20	10	28	NA	10
15 Mar 20	1	18	NA	1
14 Mar 20	3	17	NA	3
13 Mar 20	5	14	NA	5
12 Mar 20	0	9	NA	0
11 Mar 20	3	9	NA	3
10 Mar 20	0	6	NA	0
09 Mar 20	2	6	NA	2
08 Mar 20	1	4	NA	1
07 Mar 20	0	3	NA	0
06 Mar 20	0	3	NA	0
05 Mar 20	1	3	NA	1
04 Mar 20	0	2	NA	0
03 Mar 20	0	2	NA	0
02 Mar 20	0	2	NA	0
01 Mar 20	0	2	NA	0
29 Feb 20	0	2	NA	0
28 Feb 20	1	2	NA	1
27 Feb 20	0	1	NA	0
26 Feb 20	0	1	NA	0
25 Feb 20	0	1	NA	0
24 Feb 20	0	1	NA	0
23 Feb 20	0	1	NA	0
22 Feb 20	0	1	NA	0
21 Feb 20	1	1	NA	1
20 Feb 20	0	0	NA	0
19 Feb 20	0	0	NA	0
18 Feb 20	0	0	NA	0
17 Feb 20	0	0	NA	0
16 Feb 20	0	0	NA	0
15 Feb 20	0	0	NA	0
14 Feb 20	0	0	NA	0
13 Feb 20	0	0	NA	0
12 Feb 20	0	0	NA	0
11 Feb 20	0	0	NA	0
10 Feb 20	0	0	NA	0
09 Feb 20	0	0	NA	0
08 Feb 20	0	0	NA	0
07 Feb 20	0	0	NA	0
06 Feb 20	0	0	NA	0
05 Feb 20	0	0	NA	0
04 Feb 20	0	0	NA	0
03 Feb 20	0	0	NA	0
02 Feb 20	0	0	NA	0
01 Feb 20	0	0	NA	0
31 Jan 20	0	0	NA	0
30 Jan 20	0	0	NA	0
29 Jan 20	0	0	NA	0
28 Jan 20	0	0	NA	0
27 Jan 20	0	0	NA	0
26 Jan 20	0	0	NA	0
25 Jan 20		0	NA	-
